row ID,row m/z,row retention time,intensity_measure,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,Unnamed: 33
171,640.046809515591,1.7092261111111111,area,115004.41293780536,246321.9017659912,259432.5120838621,110363.24981414792,240351.9634633788,224651.0898413085,27598.673554016143,136648.60257049563,42763.90341513064,100492.96069616704,36336.99482293698,141805.6972800293,143140.1765172424,109726.3080412292,30294.187041503952,142164.8252348328,153612.06538311773,80064.61868865968,34837.69493853747,83071.26473437494,268364.57406878663,247522.4361381837,222720.1242565917,162100.05773901366,262322.32437615964,180329.86473779296,35584.68289926148,168547.52272402952,180662.11292245472,57966.8298827514,
177,854.5607363623574,2.192614444444444,area,368351.5893836057,361970.7242925412,393130.7272645871,326524.8010773928,420081.95851391647,375243.3031830441,345384.0576276856,343591.6717365112,367762.09237524425,345036.00837551925,337475.02087011695,348871.0903071287,357482.9442290344,334796.8127645262,343655.179077545,363215.8971687621,349775.64001211576,359780.0575900271,342952.91157214355,380250.1879253235,338157.7311757202,320045.0859560545,375705.853775574,303427.1338725587,328751.2163646856,322477.4653157045,344556.95062121603,344937.0258336945,327589.78224041744,386905.2042899171,
178,498.2890157283307,26.935683333333326,area,703582.5527392562,675060.9457031263,732621.7473582439,841345.1018444852,694872.9653500348,687622.3035797139,31098.33854492208,31431.756552429204,1955.632897644177,36061.61404724119,28687.90246582045,95153.46496459992,94201.06257141149,3326.734524688654,101047.84748535125,101651.24196411116,105308.21413757298,219988.79763885448,102195.11553649882,204134.45515441865,219047.9672390742,229252.1361709601,194044.55496765103,106398.99105834991,199852.3489135741,100236.8505032346,106181.13804260234,96802.38611663802,105488.26939910864,107183.19588195784,
185,658.6081572761907,2.043241666666668,area,612700.7513391111,586692.9032850344,579488.0470200806,553313.0350950927,624120.6402229005,632209.5573084106,598205.7973415833,599587.2931944581,610846.591326538,589592.3137504273,597966.6377399291,580496.3552078247,596217.8004758607,619289.2311903992,583079.7935805662,624397.0603775937,599843.0497069092,585232.5077440796,618478.2729411011,597314.9130352479,602555.379059601,588700.7676903077,589186.8988897097,573858.7091889649,592587.644553772,596552.8030845642,566198.6410671386,611099.1459151612,570695.1453943787,580994.8166787415,
189,640.3197174140046,29.57673888888889,area,4344340.702792055,4112165.669357605,4126111.063907164,4129945.227311706,3737666.461015631,4205212.704347534,4497048.912605592,4552853.0193801895,4471315.186391601,3527493.7174096666,3731768.681967772,3635417.8443481466,3698625.1759570297,4401595.989693292,3543814.6887890566,3522925.8628515587,4518582.904539794,4262655.439529115,3491789.488554682,3608951.79458252,4291311.73741211,4296611.520034787,4332289.107265621,3615933.880278318,4417667.163541262,3556098.591105957,3658070.959140629,4228451.917169491,4247632.197398683,3618729.878977049,
194,678.0029850245342,1.7192988888888885,area,83687.56222644055,84017.28721801747,91775.63212274152,80542.78186389165,89101.55696191388,150759.26606884753,46466.44628720096,38078.69096255495,39810.242920349134,39720.82088366692,31648.502715454124,60126.22376672362,52707.19845489497,39896.5604792481,47147.80059774785,55983.90739105229,50255.04631149303,134551.0631701966,49918.890798767,135580.4651922301,90496.52262591547,95777.41708117675,148200.5348780517,56589.91844506824,101719.96906420912,59016.20779663094,58358.23880401609,48185.70557739253,52246.37057904054,49652.50245654299,
198,311.21803468747913,34.10965555555556,area,677725.4418066405,611676.350988773,609531.5561621101,487215.3310986313,473801.9177661143,492194.5931054673,443808.0460546875,473210.4678051791,707438.0931469719,447785.9338720678,466737.1343115189,906433.768911142,922278.5041467207,540633.968491209,932009.0828002996,1132368.4451635685,940508.2401318344,287036.7043994117,1064830.3630517488,350774.26521484286,399707.2427026382,295738.29542968614,231616.4785839841,1181967.213266601,505721.4267407252,1442323.573542469,1199943.64718811,1279583.5652099578,1200414.2668176384,1427772.4641797007,
204,336.9519182738758,1.759589444444444,area,545032.7262532347,627185.4038250729,677503.1122814026,443194.7657744142,395424.4401759337,366469.7404616089,1098151.1114013677,820551.4142079467,708807.0099415283,971804.117457458,696434.4130275574,787857.4579993286,829167.6247198489,682899.756050232,699717.1314365235,537346.3553358462,464122.4796339415,1128982.072896545,587899.0275327148,762325.6805076298,804894.4559932862,1139801.3867604372,1158661.496930786,1068513.914937866,796201.6733237308,853920.2136784671,1116300.1335744627,895266.1056548461,1153611.0269604495,764541.1947402649,
217,432.75117231320087,2.0264594444444453,area,417132.5734277345,410783.8926752931,485728.1660522461,453427.07414062513,501795.5054785157,519131.7325522462,447938.91034375,510075.13187695295,446402.0595644533,438523.826590332,499437.2856220703,431698.06921582046,420794.7455908205,527814.7582114256,428905.78395361296,446543.82045849576,509275.04293554695,469493.6444248047,509154.1728964843,488640.1549465336,427092.6695224611,510855.5328906248,476613.3366723636,515803.86916894536,449502.245476562,433017.1218398436,424194.4335449217,437044.80274121097,434679.70076269575,407145.5093466796,
240,480.27696263713005,26.967577777777777,area,568931.2915161119,543219.3515768443,580779.382912291,676609.0897229022,556519.2460592636,552484.165610353,5254.548348693807,27683.515811462385,1750.0299096680692,1090.4813745117044,1799.989859619117,76306.17014465359,78689.78456481961,2725.118472595347,82889.48214935293,72183.69829650858,77136.49958953806,173519.9744735715,77746.00975799539,159040.47679565416,173893.88104370082,171115.63464843787,167332.8333581537,85040.9715875248,163988.36918670646,84291.80303985577,75511.3683020018,81415.40228240956,82393.94112976054,87631.00784606923,
245,533.327267412535,26.939038888888884,area,525747.5785995472,500089.89431244007,540348.2356222519,628324.0715322895,512758.4998645007,495980.1781121841,5613.675683593618,8559.336429138004,9601.19500366199,23643.0616546631,1646.57942626951,50598.97943115276,70302.16029235855,7239.822015533621,59741.55066162093,55777.63936035118,67159.09246734573,152884.60204925513,66033.49716064429,150736.17354125963,150346.48601470917,154018.96045806922,139834.24400390594,54396.66905761749,148931.41402221663,73183.4871789549,83801.49496337873,66234.66573974566,79404.90760681135,71158.20528228761,
258,522.6758093879985,2.0298172222222224,area,498429.1225656128,514721.9714533693,490557.9123916627,465008.1140930481,529931.0290618897,511239.437805176,497422.2706912841,486217.9270519714,489948.99224945065,496105.82723602303,501108.5990591431,469174.4713377685,468071.858688553,497742.4562803345,494640.3883090819,483709.7764321288,488356.5515613707,483261.3400452881,486229.15429376217,491899.8689084778,486769.8559662172,485123.43898309313,482357.099388672,474878.70732995606,485510.0595563964,488384.526611084,477873.8861642761,499416.7588594972,490320.5373947144,480083.3830877074,
268,425.37747113376207,37.8551,area,632064.4095111096,570658.6396838402,603352.3883441173,526406.3823309359,692486.2969799836,691247.636930543,711451.2426934773,747593.9873141488,854068.5805822782,715941.3603952078,921039.431566775,300547.5274609357,483044.1677539076,811493.0736865224,694816.3808428979,786423.5430145295,723581.1222949235,733427.775507815,745226.9067150871,696918.0989267002,698947.5647351097,801459.6866223118,743850.7687945503,609721.1492028844,686972.7620291162,623303.7168148806,645689.882031556,593727.3733770769,656184.6123919665,646404.2345813009,
331,401.2310170815354,33.46695555555555,area,156532.37011108676,55121.60919922257,19495.41040344209,8320.932601318309,288249.9033361813,36297.76140747107,712462.8416210872,880605.0470031876,958030.7264410424,1653478.9387591493,1737951.8984100253,1575343.7793627966,1618135.411884772,941282.225624383,1637742.4118374663,1512108.1359503197,609759.1097375494,50599.44207641672,1518831.2614654552,318901.35384887544,217144.82505859213,90487.2832495088,112290.31665221749,1007784.7229443168,273674.8749011224,1057023.961374516,952968.6172119176,354476.2212988158,1007225.0995507844,1048773.5365576132,
350,417.2293530827007,33.44680555555556,area,232195.42364715884,32740.115511475004,49625.53732177695,64177.33757568407,716871.4577709945,132345.73160003652,532636.4834698464,603557.084236453,348213.33503784303,929236.2408691412,915534.593025509,911066.6839965788,731720.3078796429,552106.4479315178,986525.949682618,1030756.6448822052,646990.280289309,335984.6302404808,984243.24450318,710251.7760821589,318447.6974053948,444388.0330151314,487063.8735699399,736919.2522216813,508497.9122537253,757329.5183984393,776628.0913928221,175719.04640746646,761835.0338708492,736408.3213049297,
357,305.2328998160596,15.130376111111111,area,379260.9024765322,350804.5425025636,348103.9472750855,374219.4951977234,386682.7086675111,381431.0306489559,118108.35807232656,121039.97696044914,152158.64073199447,116780.75806579585,148387.56905563347,423349.2399320375,332953.2999081115,153675.47902899157,343851.6009341129,367328.968306549,466074.5036224366,175508.3203681943,377629.2209586488,215389.76408068847,221659.48349780287,173920.79838653575,160265.56259960934,248154.0962963254,206623.12989004515,246531.62370751973,245502.17286395247,230647.44026501512,256602.521999054,269286.34577468893,
379,333.2637864883076,25.750338888888887,area,411056.70503723033,348566.10132202285,334325.923138427,325830.3824798594,416035.072469481,400963.5164740002,721471.2780859399,726351.8609326151,962580.7009127804,751258.8989395152,897376.9616168223,675148.8386169455,573564.2808377094,925058.3739422607,702570.4082293684,754092.812086791,455342.0538885471,231106.621332702,747589.5160937477,322914.0893511953,325353.64254028257,222433.04611877524,226485.52451751725,969169.9925329612,335185.4268063348,1164583.936771241,944417.6977075172,1064668.0973895227,962318.9080627412,1205195.3253286772,
380,377.22882167974143,32.150627777777785,area,591630.9663412475,558081.1894821172,534937.9950659175,1748557.5712921168,589239.9089007591,605713.7964730846,101744.57538757318,90228.92429504434,115911.62123504716,23305.74802856418,65383.66348937937,300229.5700488286,115618.01979675295,53512.66530639704,304438.251213379,328176.4321270765,347736.50941650366,10437.037518921568,318582.3872741706,57575.307442627054,75439.0883062747,16794.89034790014,15667.132553711244,46059.90069549564,60535.99065246576,58619.72350219702,52894.74426666288,66820.80497833251,58989.86263641351,110951.18757873464,
382,715.9583986035576,2.48971,area,649749.258051544,623351.8937724301,658260.5443324584,649448.8610488889,631159.3723975831,629824.2888988948,283173.83242199704,258093.2531378173,241562.4949142456,272238.21789367666,226635.9275793457,339192.9743511963,351973.9433677063,240856.4512763977,342228.7065278625,344070.20545654296,343751.1761120606,678200.5697103576,351627.407424057,691952.3078002622,675556.5238252563,668622.8076282041,656667.8692575071,407043.02564495854,694940.2177818298,406866.08362106327,399573.3271539612,395113.2486738282,416605.5211709898,409561.50280004885,
404,715.958675552134,1.7293727777777772,area,107211.27026806648,103053.25945758048,102670.08123358144,101673.1727488404,114726.94979363994,113329.0199425049,62197.69126824956,43663.83468750001,52902.42763888551,49251.38778271478,38961.863512207055,81119.49649584961,73361.35261798091,40842.63065625003,61971.1780556641,76666.46366909797,62250.1597050477,161036.94224859626,60070.59593661493,167770.00549243155,114377.10884783938,116049.33515988156,109343.9332877806,68580.92473974597,115334.68060168468,63815.71805377204,79877.4188181152,60729.37590356442,68642.37668115237,67887.72740997319,
439,379.2479371719495,33.56935057471264,area,155136.26926269772,53915.36398437873,0.0,86833.28039062189,197016.50868163828,32133.253442383524,563652.0372363256,716905.0106689499,801900.4152294975,1257661.5666772455,1383760.8332165526,1286498.070507809,1476530.6062463408,812879.5738354425,1533071.845454102,462738.8233496108,599356.3540704353,33920.41438476638,1239940.271713864,211489.1187548796,203446.11286132768,133549.78306152424,154930.25870727305,498762.1122363242,250971.4537792988,547181.4191796884,513869.3739843762,250990.47992552991,507075.096337889,507200.0461718735,
471,315.25409109151326,27.07501666666668,area,363727.97356353735,334553.03996063164,314242.4098504642,328962.1941204831,381798.8012515259,384032.0992419428,808959.4389587374,775716.1870690924,1025767.3539776648,778277.4786761493,958805.3819763148,1158312.674064024,1148982.7814855932,984548.1712835731,1215084.9719165054,1403685.1235266167,1444232.368100588,261350.9574331666,1420594.431142886,335069.9617102056,327043.59207488975,252580.5952020264,263809.2408950797,1407302.8239080848,352410.99479736434,1507865.522733149,1405194.4571545452,1378182.765600282,1420028.0790518215,1541476.494066157,
504,352.94545843408895,1.7562327777777775,area,281629.8306986389,266154.14222869865,265309.3854554443,267404.9755889893,265045.36120233143,267219.8347652283,450375.532833069,446573.3115380248,498945.7908719176,447026.74003732274,477489.8541064455,532188.7229376831,521609.1960466917,470839.6475536804,539564.2798046876,682917.6685676882,672645.3277145389,306687.6254283142,665454.1500040893,337357.41170913697,357479.63110336306,303671.5645396424,299459.28856732167,566940.0611263423,367065.6669790954,673708.908209656,584834.5179031983,666639.992841095,567476.3573569336,717435.7661452027,
531,353.22986321427794,25.36081111111111,area,329842.334181518,305866.3165771483,306266.6351708982,321868.3648846432,320083.1103039547,327155.3099749757,310053.458894043,315835.99789794924,718981.8153863542,326578.72514282254,453886.0191711416,556134.6985375971,558996.8228588864,440674.8777978525,580936.6797143556,799073.3311523453,826814.6838928238,149365.40630859387,801140.149861452,192594.67159301788,182542.89786743128,146148.74711914055,138244.22956970162,767093.6621081555,194567.6222924811,1805932.8549755823,1105397.6996765155,1638112.417838137,1130205.793194582,1909555.094022214,
549,310.2611628623628,1.6418605555555557,area,152129.4978990478,123758.37600811764,125063.34236962894,120969.12892962644,126006.94476123048,121454.25450030516,188843.4305538025,209910.5751506044,235011.6983043519,186455.040763092,242950.25166363528,243981.66275518795,177600.12680676265,245221.1182963868,194376.28866033928,195038.40595578,215935.25541674808,197410.3540423584,239234.1235528564,149326.25462692257,143884.91758480834,123003.4239464722,140563.40592874144,187171.3758311768,143010.25595489505,208273.50525555425,194933.9740090027,186460.4187909852,192017.33791537472,195413.85264495848,
557,314.98806604162985,2.456132222222222,area,516831.9187586976,463355.9834387511,444669.5236758118,450030.22189593513,466061.33539816266,481129.77321936016,786680.5443661804,784203.1524349974,873275.3231826174,786089.6007850035,850480.1395046997,933941.1052596436,923815.8059417724,825321.3198184205,981894.6234646912,1159292.4208312994,1166295.559153778,591215.4538113403,1183571.978137863,581379.8313653565,618214.1072923279,529894.9186823424,571021.6895109253,932686.4299190672,625146.5919521789,1172336.561923645,1002943.6060710757,1158066.055586395,990662.1230755008,1200383.5242346493,
642,500.380787919173,30.199644444444445,area,1874948.7870489503,343749.96342559817,1775165.0852438346,1809958.5287521367,1215021.102268068,1511526.8095861818,1962412.913371277,1982909.18572571,1922142.9910083008,1215011.6609741205,1032942.396062012,1094391.5179736337,1213757.2270239252,1946942.8340914897,1264927.577216799,1500869.8539648429,1964568.8576123044,1904854.737905274,1165655.9644335927,1502455.15126953,1508764.7231225614,1905680.244012144,1919358.6932308944,1522284.2407836895,1455077.9202954113,1527135.2686352555,1153019.481223147,1318732.5881689452,1080819.9031835943,1419188.6768139638,
683,645.2758933295952,33.56466666666667,area,1570320.6513818384,64149.28281250444,0.0,23797.007373047032,0.0,38522.75724609352,1727864.9925439458,1814602.8551312303,0.0,0.0,0.0,0.0,0.0,1941374.746298816,0.0,0.0,1736884.1525872806,33783.247265622835,0.0,0.0,1750429.5171316531,33391.16970702901,360190.0737109473,0.0,1953296.9668701247,0.0,0.0,0.0,0.0,0.0,
722,377.228928891603,33.455200000000005,area,117769.57556121956,26624.16811523621,27649.8648571774,23174.539146728708,132425.01154174784,42816.11433715848,27825.07155853228,38159.18882141226,41297.24172058103,28696.20019103943,47489.236571044064,46959.01257354752,50317.8215606694,57175.154124144,39032.407867432514,44357.329653319706,44437.1986816403,14877.476126403924,50423.98546508823,4307.353707275689,202900.50257842804,35743.96030090276,17125.7122204575,116348.24645995972,246892.0173773188,196012.8110790996,114855.69440673948,103210.00066405932,127499.66998779569,245755.8581103484,
789,353.23011792572737,22.89435555555556,area,258624.18411804165,250856.37700073275,231104.8440759274,264183.66720764164,257698.9679626464,262131.70685302804,703788.4700341817,703994.9039202855,1704717.1556152313,707765.2259338399,1050534.2714453137,3504043.2693542703,3579359.750798361,1031264.2910491924,3725547.082922347,5133253.633795145,5292226.71248777,371392.5865856925,5069880.332779519,473789.3289562975,478165.7198779293,352696.19960205234,360149.83426391595,2628646.4479901115,478413.5517321761,2894951.6668042,2614653.241334218,2575840.580199576,2626222.1798248184,3032406.591648576,
1082,314.98905776849523,1.739445555555555,area,63472.93481030279,67109.99199243158,62625.65326989739,62599.00169882206,61880.4622984618,86872.46369818109,123856.64216900645,111941.0327954407,157030.05170663455,112362.02950195296,131319.29013723764,157122.37173086544,139910.10399676504,131970.2848987733,139004.63739031993,186325.03394390884,167550.69173370386,96845.69572024538,165700.85910235578,102990.31403527826,85379.55376904299,71178.36617254638,68356.07455419912,130550.98742016577,81089.0525410157,145461.2544752199,147849.83907763663,138866.517230133,131067.06383563236,162294.79076660168,
1889,353.2245035176257,18.90994444444444,area,147451.26668701146,99705.9591967776,92300.01037689188,99217.60232849082,145003.74251342815,141855.6143969724,14878.63794311531,20235.878224487136,9127.086800537054,12599.076401367509,23689.33228271501,23834.54079223649,22055.85938903825,4768.4581604003615,21388.949814452983,64644.20625122027,59358.604640502526,3824.0687149047694,52872.99445312466,14443.07266235344,11470.33110473639,11330.43535766617,9229.44937469489,28292.387265625064,19595.742011718645,37380.98776855479,40602.52509094227,34027.66653015137,16688.599835204965,26989.40941589373,
1980,784.0551390813482,2.573645,area,339562.4714352723,315763.57203479,295339.6784709472,281074.45620227064,289348.2928666076,278771.3748274536,1091506.6012680663,1189582.9596935424,1143087.4443869025,1195372.265102203,1066773.4775228885,1018873.1363538518,1013853.3719665837,1145243.2836650086,1002155.3634803772,1020757.0149583438,990546.8797647096,329710.4438300171,989874.4792944646,276737.63939181523,267758.54909118643,313598.68571472174,342402.50557748415,900155.4131998597,268851.09820904536,722057.1856561888,970217.9332093504,878412.0195658264,936556.7079871828,800295.6417783813,
2221,327.2089928260892,15.041390000000003,area,11359.633443115416,8872.792465454173,107402.56469238272,8244.66125927741,19248.810284759453,4902.6910874024215,5953.753348510837,12240.189978027349,9319.814061523237,18304.603529419004,43341.30762451172,22466.729575439444,6958.40769107059,4987.446249023439,22019.71913146976,26013.843205810543,7488.4735769041345,39845.75986230449,12572.729611572267,88844.12135238646,7186.675592468233,10062.160319580238,56011.58376321411,7602.015955078127,30748.560785156355,7542.037930786229,76733.08836633292,28962.807534545696,23396.43239563016,8025.247473388498,
2341,331.2476779332848,21.64346666666667,area,121133.9764648441,83153.9233251952,73262.26204589881,74252.15891235301,116909.48325805715,116716.2820861814,491843.0194970713,504308.3959667967,686117.1870971661,517711.85418090696,653578.6362115503,1432339.969414065,1427661.382344972,666161.4364172347,1541454.818300778,1657317.9954870562,1755785.969285274,175380.82985778854,1659463.8545642055,248612.67193237305,250748.4820690924,157579.73220031717,167977.3916796882,1721549.3045715285,268872.5427453612,2437836.621903085,1689250.9365209928,2184510.287934575,1755111.604252931,2342135.2187896683,
2343,662.0279859401742,3.0571661111111115,area,1194794.4661451117,1245988.269307281,1324998.9648966368,718203.2807072751,1235465.827374359,1250750.0638247682,453951.9209898376,415888.4232740785,370188.1892630615,425526.2232892762,366266.5448439941,594244.3328814389,529367.9632720946,418532.3259097902,584515.5470053866,550993.6480873106,580680.0732883603,1311855.5634249572,570978.168832306,1375191.351490264,1345163.0050153192,1231180.369463561,1251089.9487341607,727024.9442038577,1376009.8664505617,746063.816973907,785840.8198434443,742631.2664541013,658707.6333170163,788563.1944553524,
2386,365.0421706953167,3.502075,area,1164962.8779775703,288023.32498559565,1260835.8038334046,1064995.455022553,993073.8137873842,1039860.0849303588,1531633.1701718753,2040395.771504151,1838982.369619142,2111311.612254882,713497.4654531254,1304570.6177626958,1262684.485827881,1638406.4519985358,1275218.2882834475,1001523.1449111324,1941023.276839112,1198679.4835307,1014667.8349628904,163414.30878918452,127254.1304504394,130471.02985083006,1382944.6526125807,1417593.0020019533,1011213.4354473872,1049049.1899482424,1431876.2946884765,1147260.5315444334,931036.0391147458,1418976.5975122068,
2602,353.2245564685407,18.048616666666664,area,122073.70690307628,285321.8149060063,240893.82523834176,339881.58627014176,171085.2656072993,171405.5660968018,10517.579295654275,10865.29114746102,7162.751267700449,16545.400382995453,11285.893886413436,19956.331627807485,21336.069057617045,8521.384131164645,29382.92389038112,19415.4472613527,23135.778589477748,26372.987813415628,16591.538952026254,25481.452326965267,17277.609628906135,17985.39319091781,23229.88943298351,10628.26814147927,27252.940650024582,31811.7505435181,13076.659891662694,16225.817672424286,18319.840359497164,23254.706110839885,
2863,355.23993368689065,25.674783333333327,area,26346.884505615053,24928.378924560595,10912.05120727572,84561.31227905328,11038.309394531185,5483.54269653317,213954.03603393649,208259.2587329088,391493.835995483,202597.9828186037,287458.6622888187,200486.75657531823,190557.44295532297,284338.2498144527,199645.1670190417,210099.048554687,227204.46268188368,55667.38640258752,3874.2157739257577,80163.75956298775,8531.012088622996,47205.30996460007,47200.270909424034,272261.16810302803,91516.38083007788,345437.1453662114,11499.643747559354,313629.98608398275,12457.421865235196,344147.90225280885,
2999,331.2455291325596,24.30300555555556,area,148865.4023327636,106851.62971801784,92114.71136108405,105951.80889831563,139519.08268554686,153136.78675170912,10482.299450683531,5227.793781738234,45582.90709899924,11296.312396240166,62299.52817321781,506587.478649902,506316.4272070312,27335.14024169903,402333.5129077148,477543.61379394593,332320.96325195505,3856.0432409667737,506995.1306396491,84179.63084167495,98970.01291992176,24834.30222412093,6291.255004882774,196672.30778442376,102908.008187256,338572.73560302646,197579.58030517603,309420.7333154291,197246.2134313965,355095.6754638669,
3373,417.2251021006647,18.40291111111112,area,190050.8043203733,49225.04037170429,52218.131040039065,55831.43012359633,87554.86679748533,78876.82575195357,59305.25416778566,50048.14432189934,175703.40743682883,50525.78066986099,85689.85579772925,92124.00941955546,99746.31679412868,83126.45882476824,226041.43523681635,86787.20342620852,71924.9890148927,99601.2502825926,40009.96243347199,117513.21777252165,149257.19759979242,109993.12590454127,113741.36865631083,103112.95479126026,121704.33441345223,120530.23382568364,120897.07930908231,46447.32381591793,130021.2183648676,23695.72534545872,
3440,348.21617810416114,1.7092261111111111,area,8406.380319702177,7134.85263482664,6837.038546630861,7659.628837158193,7917.595889282228,8531.960364257788,14947.402972167996,12671.989035644536,14756.387589477545,26246.86206280517,20865.517727661085,13978.923906982382,12286.75847460934,14216.138604492124,11421.104324340842,11746.999098876977,23280.237441162128,12599.745745605493,12932.81696166998,11048.070112548796,10751.32406262204,9467.481295288104,11210.108631103536,14576.00334069827,23589.4817532959,14351.491280273396,15995.922614257845,12906.453660644494,12775.41920544434,28188.376568908658,
3538,417.2250203995288,16.339330555555556,area,122279.04265484624,69520.4748082277,82422.65053472895,77294.48938134774,106905.20092730728,55884.28446313501,73782.04080429059,66106.58181048567,106879.33104437252,71463.42756137074,86057.94658126833,256909.3330674136,655777.5203384093,75874.93617822272,270239.71100235026,86000.79546643056,100580.62788323946,76429.9077329406,241564.2544691468,71983.04259628296,53592.10553100602,70063.74901739506,73384.29312646485,158163.46866632078,70874.6685697938,16302.65957586656,137490.6898904724,10442.21518481445,154126.7129997254,57957.54657855218,
3734,393.2239397283498,8.811467222222221,area,79558.89716632094,61611.75956756579,89020.81518991095,86402.39342095946,80904.78354269404,86102.69381832881,34401.38089956671,16921.3392077637,19999.3584082031,25601.201272125105,15237.23382312008,25518.889842285203,20131.283383056627,22902.64968859861,20789.823290710312,31126.05902874757,31746.14297830204,23224.60369335932,7800.960070922842,25624.21997918704,29672.002087036133,17840.61954754647,28853.530781280417,195906.20699804704,29228.69383532711,278351.12720068335,9299.630628173629,263684.8382987062,4180.683875976564,411367.28809432994,
3883,313.237280430194,22.90275,area,77788.69165710441,85674.98152465845,72836.27131591788,82090.8224157716,76587.62945678714,77046.29153198288,258324.7407907112,252548.4849652086,354600.7590567011,238622.0210705574,329595.39943664585,948109.733692326,964434.7708868448,344964.19819122273,983656.836010434,1294081.2264221162,1331637.7012725791,130517.4161492917,1279401.8377633628,169641.22810150107,160997.04105895985,114248.47389526422,121522.16383697512,827138.5169635015,156817.875484008,902956.8044305416,801280.455144651,765166.9107269276,803226.8549890113,969082.7135211208,
3976,357.2601280424087,31.30609444444445,area,111352.61292419436,105974.10019165048,5126.115866088821,112510.89107116708,120003.98286560054,110173.79450683609,232654.0213049319,236053.5990270995,280093.10173339816,234921.01876220692,256999.62319213903,478498.3782232669,456332.4033959967,274370.0639135741,489174.8613146968,520997.4510644527,559489.9350830077,50406.67184661875,521552.1927465822,11862.569107055571,15438.136781616104,40528.5736791993,5062.551857910507,181149.7761157228,18513.770471191296,197506.0695092774,194662.41982666025,183189.26412719736,212043.6102673341,225912.7523559575,
4334,313.1535227911633,4.739521111111111,area,65950.01643661493,56308.98251470945,64078.937664978046,70234.23549597175,62522.96208477782,55480.01817309568,29172.74613397215,31536.56210406497,32565.542339843723,26473.970643249544,31915.97014263917,8337.913527770972,39012.51554968259,29343.65766003416,13502.96015673839,32040.696345458964,43356.37201696776,7989.235180053716,45321.92643322755,14110.33978503416,16611.449381584156,13297.140626953147,12157.231203521724,15640.194218063383,12781.68285049438,9491.417589843732,10839.843123275765,21120.39658126829,14468.371767394969,14292.975409210178,
4441,328.2714877243845,1.6913088888888888,area,40099.31650775146,31356.75331265257,33971.32255438233,38546.09196902465,33285.364603820795,33638.93804107664,49979.158537658695,61617.13957867435,69532.21258242801,51202.52426000976,72915.98052844235,50096.202692749015,45929.654159912105,68606.64540637206,53443.64786196898,47264.92742376708,59691.92610556032,39074.097343566886,59896.65959033204,39603.79518890379,41356.75013800048,35786.44081384278,40061.15745141601,54798.04994921877,43093.966307464594,54746.26031033325,57406.40482916261,60444.18446105959,50239.65320251463,52973.30830047605,
4970,349.2554312739299,11.972000595238097,area,69246.8909506225,65747.20109185795,63366.41198605344,66530.19413433841,71095.73174316404,53812.07020190419,7127.216730911214,10053.590887023893,17726.14595083615,4345.48372338861,14492.526851669249,24497.56176512136,22213.06063137824,6665.673616790709,21259.72788116457,56232.62680526737,57412.59038659652,674.0081002960221,58079.18166201782,3717.0128718414217,2212.026946746814,0.0,0.0,1413.947785034175,1224.115174941991,17662.792270889244,3313.9208663024992,8119.178697326666,3296.4609370727662,19729.55744149781,
5562,311.2132794681268,29.993138888888883,area,72729.59374633817,7256.9741040038625,6751.038208007772,7327.996083984331,4613.983980712863,7551.451752929642,36915.50156860378,7476.958911133331,85091.77957641546,8180.016989135679,31269.125623779764,2200270.435117185,2187441.228840329,11716.667867431535,2325489.573195804,2262200.8259545923,2342938.8840893595,142874.66570800834,2035790.012907719,201661.4730908204,217455.5810888676,151073.78015258754,141953.78652343786,15698.48053710928,220373.45437988293,158850.52816406282,10647.036611938394,7629.572871093704,23076.906418457744,176312.81456542973,
